Transaction report 2022

Date,Type,Label,Sending Wallet,Sent Amount,Sent Currency,Sent Cost Basis,Receiving Wallet,Received Amount,Received Currency,Received Cost Basis,Fee Amount,Fee Currency,Gain (USD),Net Value (USD),Fee Value (USD),TxSrc,TxDest,TxHash,Description
2022-06-26 04:32:11 UTC,crypto_deposit,"","","","","",MetaMask,3.5045065173,SUSHI,4.3736830093,"","","",4.3736830093,"",0xef0881ec094552b2e128cf945ef17a6752b4ec5d,0xf91f307b84a188f2687080b54a219e92f400283c,122de87f762c43e8080935b37f079526d32c74309adfe18e507fdc4807f6ecde,""
2022-06-26 04:32:11 UTC,crypto_deposit,"","","","","",MetaMask,504.7974030506,PRIMATE,8.5475829866,"","","",8.5475829866,"",0x173ea048c2b5a3b234ffe40eb3c8859802778bf3,0xf91f307b84a188f2687080b54a219e92f400283c,122de87f762c43e8080935b37f079526d32c74309adfe18e507fdc4807f6ecde,""
2022-06-26 04:32:11 UTC,crypto_withdrawal,Cost,MetaMask,0.0041807813,ETH,5.180355312,"","","","","","",-0.0050883054,5.1752670066,"",0xf91f307b84a188f2687080b54a219e92f400283c,0xef0881ec094552b2e128cf945ef17a6752b4ec5d,122de87f762c43e8080935b37f079526d32c74309adfe18e507fdc4807f6ecde,""
2022-06-26 04:34:51 UTC,crypto_withdrawal,Cost,MetaMask,0.0017986926,ETH,2.2287381464,"","","","","","",-0.0021891356,2.2265490108,"",0xf91f307b84a188f2687080b54a219e92f400283c,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,d43c6f6e248fbca92eb0ddb33c5e97baa1a49546f6320d5d4e39925c5f912781,""
2022-06-26 04:55:04 UTC,exchange,Liquidity in,MetaMask,1238.3714161515,PRIMATE,20.4264603109,MetaMask,35.198761603452380898,SLP,20.4264603109,"","","",20.9689716783,"",0xf91f307b84a188f2687080b54a219e92f400283c,0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,97f0fb49a564cfb7a01643252a544fac3b4076bc6a724042e3655bd37837277e,""
2022-06-26 04:55:04 UTC,exchange,Liquidity in,MetaMask,4.3008982987,APE,26.4343664395,MetaMask,36.817270258617220823,SLP,26.4307303991,0.0029875348,ETH,-0.0036360404,21.9331664569,3.6981820315,0xf91f307b84a188f2687080b54a219e92f400283c,0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,97f0fb49a564cfb7a01643252a544fac3b4076bc6a724042e3655bd37837277e,""
2022-06-26 04:55:47 UTC,crypto_deposit,"","","","","",MetaMask,1.5506531609,PRIMATE,0.0262567448,"","","",0.0262567448,"",0x173ea048c2b5a3b234ffe40eb3c8859802778bf3,0xf91f307b84a188f2687080b54a219e92f400283c,34ff167545b981dc76682075dcfc610e5a7179b6b62c6c7b1d4c85b04975a2a2,""
2022-06-26 04:55:47 UTC,transfer,To pool,MetaMask,72.016031862069601721,SLP,"",MetaMask,72.016031862069601721,SLP,"","","","",0.0,"",0xf91f307b84a188f2687080b54a219e92f400283c,0xef0881ec094552b2e128cf945ef17a6752b4ec5d,34ff167545b981dc76682075dcfc610e5a7179b6b62c6c7b1d4c85b04975a2a2,""
2022-06-26 04:55:47 UTC,crypto_withdrawal,Cost,MetaMask,0.0024286909,ETH,3.0093613854,"","","","","","",-0.0029558879,3.0064054975,"",0xf91f307b84a188f2687080b54a219e92f400283c,0xef0881ec094552b2e128cf945ef17a6752b4ec5d,34ff167545b981dc76682075dcfc610e5a7179b6b62c6c7b1d4c85b04975a2a2,""
2022-06-26 19:02:42 UTC,crypto_deposit,"","","","","",ICON (ICX),12.0,GBET,"","","","",0.0,"",hx0000000000000000000000000000000000000000,hxf39ec72347977b0d0b313eb067353ba32927f51d,9d43e05b3f77add7f08c155a9b06ac82abc13e08d8b0086f7adf15471c818aa1,""
2022-06-26 19:02:42 UTC,crypto_deposit,"","","","","",ICON (ICX),12.0,GBET,"","","","",0.0,"",hx0000000000000000000000000000000000000000,hxf39ec72347977b0d0b313eb067353ba32927f51d,9d43e05b3f77add7f08c155a9b06ac82abc13e08d8b0086f7adf15471c818aa1,""
2022-06-26 19:03:20 UTC,crypto_deposit,"","","","","",ICON (ICX),1.4342570569,BNUSD,1.4342570569,"","","",1.4342570569,"",cx21e94c08c03daee80c25d8ee3ea22a20786ec231,hxf39ec72347977b0d0b313eb067353ba32927f51d,96bcdf53f1188ba34d88116203abb85159bd6e23a72a1044da60c8ece512f4ae,""
2022-06-26 19:03:20 UTC,crypto_withdrawal,"",ICON (ICX),56.8547126078,GBET,"","","","","","","","",0.0,"",hxf39ec72347977b0d0b313eb067353ba32927f51d,cx21e94c08c03daee80c25d8ee3ea22a20786ec231,96bcdf53f1188ba34d88116203abb85159bd6e23a72a1044da60c8ece512f4ae,""
2022-06-26 19:07:05 UTC,crypto_deposit,"","","","","",Crypto.com,300.0,ICX,88.53,"","","",88.53,"","","","",Buy ICX
2022-06-26 19:08:44 UTC,transfer,"",Crypto.com,299.0,ICX,"",ICON (ICX),299.0,ICX,"",1.0,ICX,"",87.1368291976,0.2914275224,hxb7f3d4bb2eb521f3c68f85bbc087d1e56a816fd6,hxf39ec72347977b0d0b313eb067353ba32927f51d,65bbb3c79fecf2caaee6cc5e3617732a49748c169ab048d444766f616a53f45b,Withdraw ICX (ICON)
2022-06-26 19:14:17 UTC,crypto_deposit,"","","","","",ICON (ICX),3290.2158680896,GBET,"","","","",0.0,"",cx21e94c08c03daee80c25d8ee3ea22a20786ec231,hxf39ec72347977b0d0b313eb067353ba32927f51d,c7d4ebbf5c77ba6a4a3953781e23608dcbf391a977b9ce49435b30997bf3fe09,""
2022-06-26 19:14:37 UTC,crypto_withdrawal,"",ICON (ICX),1673.5352903487,GBET,"","","","","","","","",0.0,"",hxf39ec72347977b0d0b313eb067353ba32927f51d,cx21e94c08c03daee80c25d8ee3ea22a20786ec231,691f7f8fdda792d41149d22ddd6b6195cbf5cae7c7cdb90d5060b4da15e99eda,""
2022-06-26 19:14:37 UTC,crypto_deposit,"","","","","",ICON (ICX),42.3893110173,BNUSD,42.3893110173,"","","",42.3893110173,"",cx21e94c08c03daee80c25d8ee3ea22a20786ec231,hxf39ec72347977b0d0b313eb067353ba32927f51d,691f7f8fdda792d41149d22ddd6b6195cbf5cae7c7cdb90d5060b4da15e99eda,""
2022-06-26 19:15:05 UTC,crypto_withdrawal,"",ICON (ICX),1673.5352903487,GBET,"","","","","","","","",0.0,"",hxf39ec72347977b0d0b313eb067353ba32927f51d,cxa0af3165c08318e988cb30993b3048335b94af6c,ab2f29a18862375df052aa4cc0825361a581cb3ed4642c35971baefc308b5603,""
2022-06-26 19:15:09 UTC,crypto_withdrawal,"",ICON (ICX),42.4966496358,BNUSD,42.4966496358,"","","","","","","",42.4966496358,"",hxf39ec72347977b0d0b313eb067353ba32927f51d,cxa0af3165c08318e988cb30993b3048335b94af6c,1cbb3af1582c061d26f5399ee73b2c5f907752f4eec55bfae3567f2403777252,""
2022-06-26 19:43:31 UTC,crypto_deposit,"","","","","",MetaMask,1.0,BEEPS,"","","","",0.0,"",0x9d57b86cac83e1c8d5f6d3a9734c2428c341f569,0xf91f307b84a188f2687080b54a219e92f400283c,ac58654c2a2a45b556ec0368744eb3d3a67310fea6ca26535851382bf3e5adad,""
2022-06-26 19:43:31 UTC,crypto_withdrawal,Cost,MetaMask,0.0068989303,ETH,8.5483807122,"","","","","","",-0.1096906252,8.438690087,"",0xf91f307b84a188f2687080b54a219e92f400283c,0x9d57b86cac83e1c8d5f6d3a9734c2428c341f569,ac58654c2a2a45b556ec0368744eb3d3a67310fea6ca26535851382bf3e5adad,""
2022-06-26 19:43:31 UTC,crypto_deposit,"","","","","",MetaMask,1139.3255,$BEEP,"","","","",0.0,"",0x9d57b86cac83e1c8d5f6d3a9734c2428c341f569,0xf91f307b84a188f2687080b54a219e92f400283c,ac58654c2a2a45b556ec0368744eb3d3a67310fea6ca26535851382bf3e5adad,""
2022-06-26 19:55:41 UTC,crypto_withdrawal,Cost,MetaMask,0.0008837732,ETH,1.0950726342,"","","","","","",-0.0140516907,1.0810209435,"",0xf91f307b84a188f2687080b54a219e92f400283c,0xb1093f00dff1cbad4709ba7ce82c3dc9ad839c36,1f85f9883d8b1ab842f123a3495b594c4d2eb6e0f89b2be14d65034104329049,""
2022-06-27 03:24:51 UTC,crypto_deposit,"","","","","",Crypto.com,205.0,ICX,60.28,"","","",60.28,"","","","",Buy ICX
2022-06-27 03:25:49 UTC,transfer,"",Crypto.com,204.0,ICX,"",ICON (ICX),204.0,ICX,"",1.0,ICX,"",59.1259443624,0.2898330606,hxb7f3d4bb2eb521f3c68f85bbc087d1e56a816fd6,hxf39ec72347977b0d0b313eb067353ba32927f51d,c57f10797b010b68e0597469b438d1b880e1487e04e1ac1f4c8f6ff1428930f8,Withdraw ICX (ICON)
2022-06-27 03:27:20 UTC,crypto_withdrawal,"",ICON (ICX),200.016655525,ICX,58.8146536344,"","","","","","",-0.8432141926,57.9714394418,"",hxf39ec72347977b0d0b313eb067353ba32927f51d,cx30f18d26f45d990112a4cd4825c0b79af73aac7c,e1b4f9f3a450fd3ea8769683b2d9bed298f35fc240ae8d19f754c768086eb15f,""
2022-06-27 03:50:52 UTC,crypto_deposit,"","","","","",ICON (ICX),12.0,GBET,"","","","",0.0,"",hx0000000000000000000000000000000000000000,hxf39ec72347977b0d0b313eb067353ba32927f51d,0151696066f29c5a12be1834a89db89f69ca836134f80b855c0584f3366b8fa6,""
2022-06-27 03:51:28 UTC,crypto_withdrawal,"",ICON (ICX),6.0,GBET,"","","","","","","","",0.0,"",hxf39ec72347977b0d0b313eb067353ba32927f51d,cx21e94c08c03daee80c25d8ee3ea22a20786ec231,61f3ebfe8edf1cc1c0c55bc4b053a294362e723bd69d48ea12c0c1fd6b2e8e82,""
2022-06-27 03:51:28 UTC,crypto_deposit,"","","","","",ICON (ICX),0.1585953763,BNUSD,0.1585953763,"","","",0.1585953763,"",cx21e94c08c03daee80c25d8ee3ea22a20786ec231,hxf39ec72347977b0d0b313eb067353ba32927f51d,61f3ebfe8edf1cc1c0c55bc4b053a294362e723bd69d48ea12c0c1fd6b2e8e82,""
2022-06-27 04:53:40 UTC,crypto_deposit,"","","","","",ICON (ICX),1675.3746750351,GBET,"","","","",0.0,"",cxa0af3165c08318e988cb30993b3048335b94af6c,hxf39ec72347977b0d0b313eb067353ba32927f51d,08b36a5b7f427da96cdc01303d67f431fb33520135be70a6dbe069fdbff7d1cd,""
2022-06-27 04:53:40 UTC,crypto_deposit,"","","","","",ICON (ICX),42.4500628398,BNUSD,42.4500628398,"","","",42.4500628398,"",cxa0af3165c08318e988cb30993b3048335b94af6c,hxf39ec72347977b0d0b313eb067353ba32927f51d,08b36a5b7f427da96cdc01303d67f431fb33520135be70a6dbe069fdbff7d1cd,""
2022-06-27 04:54:25 UTC,crypto_deposit,"","","","","",ICON (ICX),1727.9524551443,GBET,"","","","",0.0,"",cx21e94c08c03daee80c25d8ee3ea22a20786ec231,hxf39ec72347977b0d0b313eb067353ba32927f51d,6ae154edac17ef600fd5b9a02d389e567d6d9084f03cac775eff4ca1d095229f,""
2022-06-27 04:54:25 UTC,crypto_withdrawal,"",ICON (ICX),43.9355766545,BNUSD,43.9355766545,"","","","","","","",43.9355766545,"",hxf39ec72347977b0d0b313eb067353ba32927f51d,cx21e94c08c03daee80c25d8ee3ea22a20786ec231,6ae154edac17ef600fd5b9a02d389e567d6d9084f03cac775eff4ca1d095229f,""
2022-06-27 04:55:37 UTC,crypto_withdrawal,"",ICON (ICX),3393.0,GBET,"","","","","","","","",0.0,"",hxf39ec72347977b0d0b313eb067353ba32927f51d,hx0000000000000000000000000000000000000000,9aca694c3f4b1be7cf7f8efbefd07807c71b9ab1c81a814f7841bec901b0cdfe,""
2022-06-27 04:59:28 UTC,crypto_deposit,"","","","","",Crypto.com,205.0,ICX,61.03,"","","",61.03,"","","","",Buy ICX
2022-06-27 05:00:48 UTC,transfer,"",Crypto.com,204.0,ICX,"",ICON (ICX),204.0,ICX,"",1.0,ICX,"",59.7893498532,0.2930850483,hxb7f3d4bb2eb521f3c68f85bbc087d1e56a816fd6,hxf39ec72347977b0d0b313eb067353ba32927f51d,0d1bc4d9faed4390f303841de7ff55dd20d9152c7604619919afbb9de06563bf,Withdraw ICX (ICON)
2022-06-27 05:02:16 UTC,crypto_withdrawal,"",ICON (ICX),200.016655525,ICX,59.5464218863,"","","","","","",-0.924530741,58.6218911453,"",hxf39ec72347977b0d0b313eb067353ba32927f51d,cx30f18d26f45d990112a4cd4825c0b79af73aac7c,ea6f3977e211457475a00cfd62a5f117a62083f4d319fdc3a7d27828b0afa7b6,""
2022-06-27 15:04:17 UTC,crypto_deposit,"","","","","",Ethereum (Arculus),1.0,OBL,"","","","",0.0,"",0x4bbbd042b98ca55c07c588f6a8258dd89ac46f8c,0x66ce201e06e2f447f17ce108f14f89f119f73077,42439be2e1ed2934e752b685b76ca8d23f8cd8ba8f941e7cfe03f7840efa813f,""
2022-06-27 17:16:00 UTC,crypto_deposit,"","","","","",Crypto.com,204.0,ICX,61.86,"","","",61.86,"","","","",Buy ICX
2022-06-27 17:17:11 UTC,transfer,"",Crypto.com,203.0,ICX,"",ICON (ICX),203.0,ICX,"",1.0,ICX,"",59.7175575206,0.2941751602,hxb7f3d4bb2eb521f3c68f85bbc087d1e56a816fd6,hxf39ec72347977b0d0b313eb067353ba32927f51d,8670be99232deb5bb5445cff6802aac76cf2f4ee3aa54b2da94bcc3efb9a6b60,Withdraw ICX (ICON)
2022-06-27 17:19:02 UTC,crypto_withdrawal,"",ICON (ICX),200.016655525,ICX,60.6521093666,"","","","","","",-1.8121776849,58.8399316817,"",hxf39ec72347977b0d0b313eb067353ba32927f51d,cx30f18d26f45d990112a4cd4825c0b79af73aac7c,f970729dab73dfaabf335e847f96dd05c7274d13b0a61e4631d8953190dfd895,""
2022-06-27 23:26:30 UTC,exchange,"",MetaMask,215129.2949080874,MET,181.0968368182,MetaMask,1.0751429727,ETH,1294.1965729889,0.0091605731,ETH,1113.0997361707,1283.2627506671,10.9338223218,0xf91f307b84a188f2687080b54a219e92f400283c,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0d040b4e81d2cb08f6f8e186d0b40322662dce152316ceab94b01e7f8039db24,""
2022-06-27 23:33:33 UTC,crypto_withdrawal,"",MetaMask,1.0511527318,ETH,1265.3184718002,"","","","","","",-10.6898500891,1254.6286217111,"",0xf91f307b84a188f2687080b54a219e92f400283c,0xcae798b45035b37f14d0c7f9700019a551b90a41,73cf775f73719d0fda26e9243ce95ce3ea6d0a707af5d8684dfb62c07d89a22f,""
2022-06-27 23:43:56 UTC,crypto_deposit,"","","","","",Solana (SOL),32.34761,SOL,1242.0262026723,"","","",1242.0262026723,"","","",4d7kjtfagxme3je519yxvpjhq6sjag9qf3jxttxwpdd5n3gymatnffkprcpb11xgesgdw4cqyyoap9th6i387hcw,Txhash 4D7kJTfAGXmE3je519yXVPjHQ6SjaG9qf3jxTTXwpdd5n3GymATnffkprCPB11XgeSgDw4cqyyoAp9TH6i387hcW
2022-06-27 23:58:22 UTC,crypto_withdrawal,"",Solana (SOL),0.61204928,SOL,23.5003835859,"","","","","","","",23.5003835859,"","","",3vkszrth7fc3jskrjmfxefcx2fgv37rarupqyyzkjnq1hqc7bcmh5huxcrgbzqskeuu1hrm2kamutzzyzlqzxdpt,Txhash 3VkSZrth7Fc3JskrJMFXEFCx2FgV37RaRUPQYyzkjNQ1hQc7BCmh5HUXcrgbZqskEUU1hRm2KAMutZzyzLQZxdpT
2022-06-27 23:58:54 UTC,crypto_deposit,"","","","","",Solana (SOL),1.0,KT6T6UAQJJ7KJNJEKX2I1MSS5ZCCXR6GZUNSD8EMQ6X,"","","","",0.0,"","","",2fsb1oyfkexu8medurux8ucdiduakadjf49ffce9nngmkwwcht577wkcnj6tgkvuvktuvu7cm5mnseldl8jpuvf1,Txhash 2Fsb1oYFkeXU8mEduRUX8UcDidUaKADJF49FfCE9NNgmKwWcHt577WKCNJ6TGkvuVKTUvu7Cm5mNsELDL8JPuvF1
2022-06-28 00:06:01 UTC,crypto_withdrawal,"",Solana (SOL),22.00204928,SOL,844.7956964439,"","","","","","","",844.7956964439,"","","",4scnpracjim5low91gch9paup2fgqqm1d6jk7rz6tqwbwcozea9rxndnzfdtcdwu2w5uzpuznlczoqengar4gjhm,Txhash 4ScNprAcjim5LoW91GCh9pAuP2Fgqqm1d6Jk7RZ6TQWBwCoZea9RxnDnZfDTCDWu2W5uzpUznLczoQengar4Gjhm
2022-06-28 00:06:01 UTC,crypto_deposit,"","","","","",Solana (SOL),1.0,JABBKQQILB9ARWYZVXT6GYYFVXQSLQDYHC6YLFNITRB,"","","","",0.0,"","","",4scnpracjim5low91gch9paup2fgqqm1d6jk7rz6tqwbwcozea9rxndnzfdtcdwu2w5uzpuznlczoqengar4gjhm,Txhash 4ScNprAcjim5LoW91GCh9pAuP2Fgqqm1d6Jk7RZ6TQWBwCoZea9RxnDnZfDTCDWu2W5uzpUznLczoQengar4Gjhm
2022-06-28 00:09:17 UTC,crypto_deposit,"","","","","",Solana (SOL),6584.0,NEOME,"","","","",0.0,"","","",2b4dxbmpplwshk9pf688vow43632yic9u67taknvtyypl9gf1b5xifm1tdrjlpgixvckg9shsdzez93vyyjrcbwq,Txhash 2b4DXBmPPLwShK9pf688voW43632yic9U67TakNVTyypL9Gf1b5xifm1TDrJLPGiXvCKg9ShsdzEz93VYYjRcbWq
2022-06-28 00:33:45 UTC,crypto_withdrawal,"",Solana (SOL),0.00223916,SOL,0.0859752975,"","","","","","",-0.0001998937,0.0857754038,"","","",4ewkp8cdg1bsrgwn3rebmowjqvsqxvngdmlezuhikrazhq4xjdlgbk2pm6byrdbhvpg3zrm4flx5kfaeyktg7yn5,Txhash 4EwKP8cdg1BsRGWn3RebmowJqVSQxVNGdmLEzUHikRAzHQ4XjdLgBk2PM6bYrdbHVPg3Zrm4FLX5kFAEYkTG7yN5
2022-06-28 00:36:16 UTC,crypto_withdrawal,"",Solana (SOL),0.00223916,SOL,0.0859752975,"","","","","","",-0.0001998937,0.0857754038,"","","",4xakqfpfzk3mbmaqu5xssqgftpgd9m1qckegvanyh9nz9gnyjpqg6uphed7hnex2ue268ztiviiyjyci6erh9snf,Txhash 4xAKqfPFZk3MbmaQu5xSsQGFtPgd9M1qCKeGvanyH9nz9gNyjPqG6UPHED7hNeX2uE268ZTiviiyJyci6erH9SNf
2022-06-28 01:56:59 UTC,crypto_withdrawal,"",Solana (SOL),0.00223916,SOL,0.0859752975,"","","","","","",-0.0012043125,0.084770985,"","","",4rrqrvhwfubygjfn2hsjdqurnsceepttry3e6oxmjnrb4nhhtnvl2k4dfa1z8xqdjuq2ksyp9dizggpnspshiaps,Txhash 4RrqrVhWfubYGjfn2hsjDQurNsceePtTrY3E6oxMJNRb4nhHtNvL2k4DFA1Z8xqdjuq2kSyP9diZggpnsPshiapS
2022-06-28 03:55:24 UTC,crypto_withdrawal,Cost,MetaMask,0.0012950209,ETH,1.5588732413,"","","","","","",-0.0302571701,1.5286160712,"",0xf91f307b84a188f2687080b54a219e92f400283c,0xb1093f00dff1cbad4709ba7ce82c3dc9ad839c36,9a45488ef05eb3988a3ba55f2ee321691ec62052f9bbbf3b2abd2cea2656c573,""
2022-06-28 03:55:52 UTC,crypto_withdrawal,Cost,MetaMask,0.0013523735,ETH,1.6279110719,"","","","","","",-0.0315971696,1.5963139023,"",0xf91f307b84a188f2687080b54a219e92f400283c,0x73d10536915d5837135d884490eab6070b065870,aa024ae10dd2774fdf27d8892b0ad0fd9cb1038571fbbdb3f25cd2fd845ee528,""
2022-06-28 03:56:31 UTC,crypto_withdrawal,Cost,MetaMask,0.0015025808,ETH,1.808722162,"","","","","","",-0.035106648,1.773615514,"",0xf91f307b84a188f2687080b54a219e92f400283c,0x0297669bb8d705a9ec5e34d4a1cbde57348d7cfe,c416b7a2a3451d15dfe9d9cbd4a083f54d45c3235631937ac56c6f6acf4beff4,""
2022-06-28 04:01:15 UTC,transfer,"",MetaMask,1.0,LLC,"",Ethereum (Arculus),1.0,LLC,"","","","",0.0,"",0xf91f307b84a188f2687080b54a219e92f400283c,0x66ce201e06e2f447f17ce108f14f89f119f73077,a68012a0b3d75db1edef4e69e32c1287cea5c3d14bbf58a29523efbec169cdb2,""
2022-06-28 04:01:15 UTC,crypto_withdrawal,Cost,MetaMask,0.0021643582,ETH,2.6053325337,"","","","","","",-0.0400152583,2.5653172754,"",0xf91f307b84a188f2687080b54a219e92f400283c,0x73d10536915d5837135d884490eab6070b065870,a68012a0b3d75db1edef4e69e32c1287cea5c3d14bbf58a29523efbec169cdb2,""
2022-06-28 05:00:28 UTC,crypto_deposit,"","","","","",Solana (SOL),0.64540344,SOL,24.483437301,"","","",24.483437301,"","","",5lnvcwifvl4xrwdza83q23hnfwrmrv2wtum3laoxjyhsnzbd1hvuad85zjd14twpkdxpcjmjje14s3nghgr52hnw,Txhash 5LNvcWiFvL4XRwdZA83q23hnFwRmRv2wTUm3LaoxJYhsNZbD1HVUaD85zjd14twPkDXPCjmJje14s3NghGr52HNw
2022-06-28 13:55:16 UTC,transfer,"",MetaMask,0.0081235428,ETH,"",Ethereum (Arculus),0.0081235428,ETH,"",0.0009473241,ETH,"",9.9681663131,1.1624342253,0xf91f307b84a188f2687080b54a219e92f400283c,0x66ce201e06e2f447f17ce108f14f89f119f73077,7eab29bb19f9c8153e7d301e9b1e436cd70acaf60e68cc7f7ad390a16ed8e00d,""
2022-06-28 14:14:47 UTC,crypto_withdrawal,Cost,Ethereum (Arculus),0.0032643684,ETH,3.9294628747,"","","","","","",-0.0012290117,3.928233863,"",0x66ce201e06e2f447f17ce108f14f89f119f73077,0x7a1bc31cf78aca929c5fba51e75b9922bf521bc0,8110c4874da1472deaf906296a55a0471ccd6c59cdae27629305de544159d322,""
2022-06-28 14:14:47 UTC,transfer,"",Ethereum (Arculus),1.0,OBL,"",MetaMask,1.0,OBL,"","","","",0.0,"",0x66ce201e06e2f447f17ce108f14f89f119f73077,0xf91f307b84a188f2687080b54a219e92f400283c,8110c4874da1472deaf906296a55a0471ccd6c59cdae27629305de544159d322,""
2022-06-28 16:18:04 UTC,crypto_withdrawal,Cost,Ethereum (Arculus),0.0049476396,ETH,7.2119467087,"","","","","","",-1.319047541,5.8928991677,"",0x66ce201e06e2f447f17ce108f14f89f119f73077,0x73d10536915d5837135d884490eab6070b065870,b5315f085e577794c863822bb46f8606e3aae6b51902d5304a306c5f8d047dc1,""
2022-06-28 16:18:04 UTC,transfer,"",Ethereum (Arculus),1.0,LLC,"",MetaMask,1.0,LLC,"","","","",0.0,"",0x66ce201e06e2f447f17ce108f14f89f119f73077,0xf91f307b84a188f2687080b54a219e92f400283c,b5315f085e577794c863822bb46f8606e3aae6b51902d5304a306c5f8d047dc1,""
2022-06-28 17:36:21 UTC,transfer,"",Ethereum (Arculus),0.0033866448,ETH,"",MetaMask,0.0033866448,ETH,"",0.00105396,ETH,"",3.998145861,1.2442656554,0x66ce201e06e2f447f17ce108f14f89f119f73077,0xf91f307b84a188f2687080b54a219e92f400283c,231f2e25995fc903460260ed34728283edd9e67302b5e3d7ec4dc9edb32244dc,""
2022-06-28 22:43:46 UTC,crypto_deposit,"","","","","",Solana (SOL),0.00222416,SOL,0.0788685221,"","","",0.0788685221,"","","",gik4fips4yfjn4xsggdhmftajvnjiszuftxvmpbavnnq224zrw5sltypfewskwvsn4qdbrpm5gmr4vwb9mc1yrd,Txhash giK4fips4yfjN4XSggDHMfTAJVnjisZufTxVmpBavnnQ224Zrw5sLtyPFEWSKwvsN4QDbrPM5GmR4vWB9MC1YRD
2022-06-28 22:45:38 UTC,crypto_withdrawal,Cost,Solana (SOL),0.000005,SOL,0.0001772996,"","","","","","","",0.0001772996,"","","",5zc3s1mqm3bvgxhiga5jnhecwzxi64pdzzs9ol31azyfajmhach2kgbrfebrytpzd3ebmyp2pcjxsu4n1encr6ac,Txhash 5zC3s1MqM3bvgXhiGa5JNHEcwzXi64PDzzs9oL31azYFAJmHACh2kGbrfEBrYTPzd3EBmYp2pcJxSU4n1eNcr6AC
2022-06-28 23:17:57 UTC,crypto_deposit,"","","","","",Solana (STEPN),15.02,GST,2.3442034977,"","","",2.3442034977,"","","",2e7csz9mvvjannmawge4citnybouecfqv5jnyvbbchx2brpwpgq5nqkedgpnniboyk758drzt74sfdsrziuxqgql,Txhash 2E7cSZ9mvVJaNNMawge4CiTNYBoueCfQV5JNyVbbCHX2BrPwPGQ5nqkedGpnNiBoyk758DRZt74SfDsrziuxQgQL
2022-06-28 23:22:51 UTC,crypto_deposit,"","","","","",Solana (STEPN),0.011476,USDC,0.011476,"","","",0.011476,"","","",5jhxdvebawr2zpmfpkympfun8grddv2net2zztzqulrqdyi9lressqm4hmuxgrcjiv1emuvwzvus63qbgth41zl7,Txhash 5jHXDveBawr2ZpMfPkymPFUN8GrdDv2nET2zztZqULrQdyi9LrESsQm4hMuXgrCJiV1EMUvwzvUs63QBgTh41ZL7
2022-06-28 23:22:51 UTC,crypto_withdrawal,"",Solana (STEPN),15.019994474,GST,2.3442026352,"","","","","","",0.0000000001,2.3442026353,"","","",5jhxdvebawr2zpmfpkympfun8grddv2net2zztzqulrqdyi9lressqm4hmuxgrcjiv1emuvwzvus63qbgth41zl7,Txhash 5jHXDveBawr2ZpMfPkymPFUN8GrdDv2nET2zztZqULrQdyi9LrESsQm4hMuXgrCJiV1EMUvwzvUs63QBgTh41ZL7
2022-06-28 23:22:51 UTC,crypto_deposit,"","","","","",Solana (STEPN),0.064061643,SOL,2.2618109156,"","","",2.2618109156,"","","",5jhxdvebawr2zpmfpkympfun8grddv2net2zztzqulrqdyi9lressqm4hmuxgrcjiv1emuvwzvus63qbgth41zl7,Txhash 5jHXDveBawr2ZpMfPkymPFUN8GrdDv2nET2zztZqULrQdyi9LrESsQm4hMuXgrCJiV1EMUvwzvUs63QBgTh41ZL7
2022-06-28 23:25:15 UTC,crypto_withdrawal,Cost,MetaMask,0.0030857958,ETH,3.8235720831,"","","","","","",-0.2962216176,3.5273504655,"",0xf91f307b84a188f2687080b54a219e92f400283c,0x77be00944c3f2761ccfc1702d8253aa70d8540c7,c7da09a86939d0f642124f27a8dce7d27485b76d518c802b6a82691a0e3f9990,""
2022-06-28 23:25:15 UTC,crypto_deposit,"","","","","",MetaMask,9447.846562,MET,49.3241741415,"","","",49.3241741415,"",0x0000000000000000000000000000000000000000,0xf91f307b84a188f2687080b54a219e92f400283c,c7da09a86939d0f642124f27a8dce7d27485b76d518c802b6a82691a0e3f9990,""
2022-06-28 23:28:32 UTC,exchange,"",MetaMask,9447.846562,MET,54.9536177882,MetaMask,0.0420771024,ETH,53.727469685,0.0049247484,ETH,-1.2261481032,48.0980260383,5.6294436467,0xf91f307b84a188f2687080b54a219e92f400283c,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,892c795ca1847647e19b7179ffaba00b2211ad3e1d2ef6ede2b3c7dae9f7575c,""
2022-06-29 00:25:38 UTC,crypto_deposit,Reward,"","","","",MetaMask,21940.00061625,MET,107.4814455769,"","","",107.4814455769,"",0x0000000000000000000000000000000000000000,0xf91f307b84a188f2687080b54a219e92f400283c,663821e57e1d722c7861d5bd57e41dc6b876ab7832bcd30fa52a73e8bec1a27d,""
2022-06-29 00:25:38 UTC,crypto_withdrawal,Cost,MetaMask,0.0188392969,ETH,24.0555479191,"","","","","","",-2.4846655318,21.5708823873,"",0xf91f307b84a188f2687080b54a219e92f400283c,0xb611f2b10d8f1e6f7e49a2e0f84b16ff39bb3d56,663821e57e1d722c7861d5bd57e41dc6b876ab7832bcd30fa52a73e8bec1a27d,""
